sina_code,name,tag,amount,today_pct,turnover,open_pct,price,risk_level,risk_msg,trigger_next,risk_rule,deviation_val_10d,deviation_val_30d,call_auction_ratio,last_amount,limit_up_type,pct_10,link_dragon,vol,vol_prev,vol_ratio,code
sz002517,恺英网络,★人气/成交,2639000000.0,4.68,5.34,1.7,26.41,🟢 Safe,-,-,,0.0,0.0,0,1481000000.0,0,19.66,,0,0,0,002517
sh600271,航天信息,★人气/成交/航天,2635000000.0,6.22,10.6,0.0,13.66,🟢 Safe,-,-,,0.0,0.0,0,2949000000.0,0,31.22,,0,0,0,600271
sz002716,湖南白银,★人气/成交,2633000000.0,6.08,13.67,5.06,8.38,🟢 Safe,-,-,,0.0,0.0,0,1736000000.0,0,29.32,,0,0,0,002716
sz000630,铜陵有色,★人气/成交,2630000000.0,0.34,3.98,1.69,5.93,🟢 Safe,-,-,,0.0,0.0,0,3055000000.0,0,7.43,,0,0,0,000630
sz300395,菲利华,★人气/成交,2621000000.0,-1.25,5.43,-1.46,94.43,🟢 Safe,-,-,,0.0,0.0,0,3009000000.0,0,-9.99,,0,0,0,300395
sz302132,中航成飞,★人气/成交,2615000000.0,2.28,5.13,0.45,88.01,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,11.9,,0,0,0,302132
sh688048,长光华芯,★人气/成交,2604000000.0,0.91,10.78,-1.87,139.85,🟢 Safe,-,-,,0.0,0.0,0,3206000000.0,0,-11.84,,0,0,0,688048
sz300390,天华新能,★人气/成交,2593000000.0,2.74,7.2,2.93,52.9,🟢 Safe,-,-,,0.0,0.0,0,1797000000.0,0,0.19,,0,0,0,300390
sz002920,德赛西威,★人气/成交,2592000000.0,3.1,3.41,0.0,138.82,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,11.34,,0,0,0,002920
sh600438,通威股份,★人气/成交,2584000000.0,2.11,2.71,-1.44,21.27,🟢 Safe,-,-,,0.0,0.0,0,3290999999.9999995,0,-0.51,,0,0,0,600438
sh688037,芯源微,★人气/成交,2572000000.0,-4.93,6.62,-3.46,191.1,🟢 Safe,-,-,,0.0,0.0,0,3402000000.0000005,0,28.13,,0,0,0,688037
sz002738,中矿资源,★人气/成交,2570000000.0,5.85,4.35,4.72,85.0,🟢 Safe,-,-,,0.0,0.0,0,2217000000.0,0,14.48,,0,0,0,002738
sz301511,德福科技,★人气/成交/📉跌停/博弈修复,2560000000.0,-9.1,21.54,-11.41,32.26,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-17.43,,0,0,0,301511
sh601288,农业银行,★人气/成交,2559000000.0,1.48,0.11,-0.4,7.52,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-0.79,,0,0,0,601288
sh605358,立昂微,★人气/成交,2553000000.0,1.6,8.86,1.6,43.23,🟢 Safe,-,-,,0.0,0.0,0,2499000000.0,0,15.87,,0,0,0,605358
sz002240,盛新锂能,★人气/成交,2544000000.0,5.37,7.56,3.27,37.1,🟢 Safe,-,-,,0.0,0.0,0,2009000000.0,0,8.16,,0,0,0,002240
sh688766,普冉股份,★人气/成交,2538000000.0,1.37,9.42,3.03,180.2,🟢 Safe,-,-,,0.0,0.0,0,2830000000.0,0,39.29,,0,0,0,688766
sh600028,中国石化,★人气/成交,2536000000.0,-3.08,0.45,-0.97,5.97,🟢 Safe,-,-,,0.0,0.0,0,4286000000.0,0,2.05,,0,0,0,600028
sh688615,合合信息,★人气/成交/首板/[一字],2535000000.0,16.48,8.86,10.05,308.0,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,43.31,,0,0,0,688615
sh600522,中天科技,★人气/成交,2534000000.0,0.7,4.02,0.43,18.61,🟢 Safe,-,-,,0.0,0.0,0,2322000000.0,0,0.59,,0,0,0,600522
sh603920,世运电路,★人气/成交,2530000000.0,4.11,6.24,1.56,57.97,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,32.32,,0,0,0,603920
sz000858,五 粮 液,★人气/成交,2527000000.0,1.32,0.6,0.01,108.55,🟢 Safe,-,-,,0.0,0.0,0,1728000000.0,0,-1.85,,0,0,0,000858
sh601211,国泰海通,★人气/成交,2526000000.0,0.0,0.89,0.05,21.07,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,1.59,,0,0,0,601211
sh601212,白银有色,★人气/成交,2523000000.0,6.08,5.5,3.89,6.28,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,11.94,,0,0,0,601212
sh688066,航天宏图,★人气/成交/首板/[换手板]/航天,2523000000.0,17.11,21.01,4.36,48.6,🟢 Safe,-,-,,0.0,0.0,0,2684000000.0,0,66.78,,0,0,0,688066
sz000917,电广传媒,★人气/成交/2板/[换手板],2521000000.0,10.03,13.57,6.8,13.27,🟢 Safe,-,-,,0.0,0.0,0,3050000000.0,0,31.13,,0,0,0,000917
sz002031,巨轮智能,★人气/成交,2519000000.0,4.26,15.25,0.24,8.57,🟢 Safe,-,-,,0.0,0.0,0,1960000000.0000002,0,8.34,,0,0,0,002031
sz002027,分众传媒,★人气/成交,2502000000.0,4.28,2.18,1.17,8.04,🟢 Safe,-,-,,0.0,0.0,0,1181000000.0,0,11.36,,0,0,0,002027
sz002405,四维图新,★人气/成交,2499000000.0,6.22,9.77,1.24,11.1,🟢 Safe,-,-,,0.0,0.0,0,1563000000.0,0,24.16,,0,0,0,002405
sz300071,福石控股,🐉龙虎榜/💰拉萨天团/3日(9903万)/💰北向/3日(1.7亿)/🏃北向/3日(1.2亿)/🏃拉萨天团/3日(1.1亿)/★人气/成交/1板/[换手板]/AI,2499000000.0,20.03,31.97,4.84,8.93,🟢 Safe,-,-,,0.0,0.0,0,1770000000.0,0,54.77,,0,0,0,300071
sh688543,国科军工,★人气/成交/🔥A大焚诀/首板/[换手板]/军工,2487000000.0,12.16,27.05,0.4,83.78,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,42.73,,0,0,0,688543
sh600711,盛屯矿业,★人气/成交,2485000000.0,0.6,4.8,1.92,16.8,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,17.81,,0,0,0,600711
sz002735,王子新材,★人气/成交,2478000000.0,4.82,39.46,-2.84,23.26,🟢 Safe,-,-,,0.0,0.0,0,2421000000.0,0,36.98,,0,0,0,002735
sh600021,上海电力,★人气/成交,2477000000.0,1.74,4.13,0.05,21.69,🟢 Safe,-,-,,0.0,0.0,0,1930000000.0,0,9.16,,0,0,0,600021
sz300634,彩讯股份,★人气/成交/首板/[换手板],2462000000.0,13.17,17.89,5.28,33.43,🟢 Safe,-,-,,0.0,0.0,0,1660000000.0000002,0,36.5,,0,0,0,300634
sh688795,摩尔线程-U,★人气/成交,2457000000.0,-2.36,12.92,-0.94,648.59,🟢 Safe,-,-,,0.0,0.0,0,3012000000.0,0,3.14,,0,0,0,688795
sh688047,龙芯中科,★人气/成交/首板/[换手板],2449000000.0,16.08,3.94,0.0,162.5,🟢 Safe,-,-,,0.0,0.0,0,598000000.0,0,19.18,,0,0,0,688047
sh600967,内蒙一机,★人气/成交,2447000000.0,2.57,7.36,4.99,19.54,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,18.93,,0,0,0,600967
sz002409,雅克科技,★人气/成交,2446000000.0,3.0,8.58,1.03,89.4,🟢 Safe,-,-,,0.0,0.0,0,2059000000.0,0,19.84,,0,0,0,002409
sz300846,首都在线,★人气/成交,2444000000.0,7.29,24.22,3.02,26.33,🟢 Safe,-,-,,0.0,0.0,0,1989000000.0,0,37.21,,0,0,0,300846
sh688072,拓荆科技,★人气/成交,2441000000.0,-0.77,2.41,0.95,356.8,🟢 Safe,-,-,,0.0,0.0,0,1921000000.0,0,1.62,,0,0,0,688072
sz002558,巨人网络,★人气/成交,2428000000.0,5.58,2.58,1.75,49.41,🟢 Safe,-,-,,0.0,0.0,0,1289000000.0,0,7.39,,0,0,0,002558
sz300672,国科微,★人气/成交,2426000000.0,5.46,9.34,-0.25,124.35,🟢 Safe,-,-,,0.0,0.0,0,2564000000.0,0,17.74,,0,0,0,300672
sz300008,天海防务,★人气/成交,2422000000.0,3.71,16.07,0.45,9.23,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,17.58,,0,0,0,300008
sh601519,大智慧,★人气/成交,2419000000.0,7.97,8.14,-0.85,15.3,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,18.24,,0,0,0,601519
sh600547,山东黄金,★人气/成交,2409000000.0,2.86,1.48,2.06,45.01,🟢 Safe,-,-,,0.0,0.0,0,2351000000.0,0,15.5,,0,0,0,600547
sh600973,宝胜股份,★人气/成交,2396000000.0,3.88,19.16,4.79,9.1,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,32.27,,0,0,0,600973
sh688629,华丰科技,★人气/成交,2392000000.0,1.82,12.14,-0.96,107.98,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,17.36,,0,0,0,688629
sz300123,亚光科技,★人气/成交/首板/[换手板],2386000000.0,11.78,24.48,3.93,9.96,🟢 Safe,-,-,,0.0,0.0,0,2069000000.0000002,0,25.28,,0,0,0,300123
sh600869,远东股份,★人气/成交/🔥A大焚诀,2384000000.0,3.13,9.96,2.56,10.89,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,36.47,,0,0,0,600869
sz000807,云铝股份,★人气/成交,2375000000.0,-0.86,2.04,2.15,33.24,🟢 Safe,-,-,,0.0,0.0,0,1932999999.9999998,0,12.22,,0,0,0,000807
sh688676,金盘科技,★人气/成交,2371000000.0,-0.07,5.94,0.76,88.17,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-2.37,,0,0,0,688676
sz300747,锐科激光,★人气/成交,2358000000.0,6.4,12.9,3.54,36.08,🟢 Safe,-,-,,0.0,0.0,0,2588000000.0,0,34.38,,0,0,0,300747
sz000960,锡业股份,★人气/成交,2356000000.0,6.12,4.09,2.69,35.89,🟢 Safe,-,-,,0.0,0.0,0,1880000000.0,0,33.22,,0,0,0,000960
sh688608,恒玄科技,★人气/成交,2346000000.0,8.51,5.6,-1.04,255.5,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,13.27,,0,0,0,688608
sz002436,兴森科技,★人气/成交,2345000000.0,2.18,6.71,1.87,22.98,🟢 Safe,-,-,,0.0,0.0,0,2467000000.0,0,9.79,,0,0,0,002436
sh600765,中航重机,★人气/成交,2336000000.0,4.08,7.24,1.69,20.92,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,13.2,,0,0,0,600765
sz300315,掌趣科技,★人气/成交/首板/[换手板],2331000000.0,11.17,15.56,4.28,5.97,🟢 Safe,-,-,,0.0,0.0,0,784000000.0,0,22.09,,0,0,0,300315
sz002236,大华股份,★人气/成交,2329000000.0,4.73,5.41,1.02,20.61,🟢 Safe,-,-,,0.0,0.0,0,1197000000.0,0,8.02,,0,0,0,002236
sz300182,捷成股份,★人气/成交/首板/[换手板],2312000000.0,10.58,15.73,2.15,6.69,🟢 Safe,-,-,,0.0,0.0,0,974000000.0,0,26.47,,0,0,0,300182
sh601985,中国核电,★人气/成交,2311000000.0,2.21,1.34,0.33,9.24,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,5.24,,0,0,0,601985
sz300413,芒果超媒,★人气/成交/首板/[换手板],2306000000.0,12.57,7.94,1.59,29.65,🟢 Safe,-,-,,0.0,0.0,0,1107000000.0,0,22.12,,0,0,0,300413
sh603119,浙江荣泰,★人气/成交,2291000000.0,5.84,9.75,0.22,118.28,🟢 Safe,-,-,,0.0,0.0,0,1680999999.9999998,0,19.17,,0,0,0,603119
sh600745,闻泰科技,★人气/成交,2287000000.0,2.17,4.64,0.03,39.96,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,5.07,,0,0,0,600745
sz002916,深南电路,★人气/成交,2281000000.0,-2.02,1.52,-0.35,227.55,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,1.36,,0,0,0,002916
sz002347,泰尔股份,F佬/泰尔股份(机器人/蹭热度)/★人气/成交,2276000000.0,4.02,34.05,-2.35,13.72,🟢 Safe,-,-,,0.0,0.0,0,2380000000.0,0,62.37,,0,0,0,002347
sh688599,天合光能,★人气/成交,2271000000.0,8.62,4.91,-1.75,19.9,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,17.2,,0,0,0,688599
sh601601,中国太保,★人气/成交,2261000000.0,-2.41,0.72,1.01,45.38,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,6.43,,0,0,0,601601
sh601398,工商银行,★人气/成交,2255000000.0,0.39,0.11,-0.13,7.74,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-1.53,,0,0,0,601398
sz001280,中国铀业,★人气/成交,2254000000.0,0.13,20.84,0.22,68.55,🟢 Safe,-,-,,0.0,0.0,0,3015000000.0,0,9.94,,0,0,0,001280
sh600629,华建集团,★人气/成交,2254000000.0,-4.55,9.96,0.89,23.48,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,24.3,,0,0,0,600629
sz000617,中油资本,★人气/成交,2253000000.0,1.84,1.79,0.0,9.97,🟢 Safe,-,-,,0.0,0.0,0,1650000000.0,0,4.07,,0,0,0,000617
sh600219,南山铝业,★人气/成交,2251000000.0,-1.54,3.39,1.2,5.76,🟢 Safe,-,-,,0.0,0.0,0,1630999999.9999998,0,14.97,,0,0,0,600219
sh603169,兰石重装,★人气/成交,2250000000.0,3.15,12.78,-0.15,13.43,🟢 Safe,-,-,,0.0,0.0,0,2493000000.0,0,27.3,,0,0,0,603169
sz000733,振华科技,★人气/成交,2243000000.0,3.41,6.95,1.6,58.82,🟢 Safe,-,-,,0.0,0.0,0,2433000000.0,0,13.99,,0,0,0,000733
sz002009,天奇股份,★人气/成交,2240000000.0,3.18,27.91,0.0,23.01,🟢 Safe,-,-,,0.0,0.0,0,1960000000.0000002,0,30.74,sz002931,0,0,0,002009
sh601106,中国一重,★人气/成交/4板/[换手板]/航天,2238000000.0,9.98,5.57,5.36,5.95,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,43.72,,0,0,0,601106
sz300777,中简科技,★人气/成交,2237000000.0,5.54,12.06,2.79,44.6,🟢 Safe,-,-,,0.0,0.0,0,1822000000.0,0,24.58,,0,0,0,300777
sh600536,中国软件,★人气/成交,2235000000.0,6.08,5.33,0.84,50.39,🟢 Safe,-,-,,0.0,0.0,0,788000000.0,0,10.38,,0,0,0,600536
sh603650,彤程新材,★人气/成交,2211000000.0,-1.67,6.37,-2.85,56.66,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,19.01,,0,0,0,603650
sz300516,久之洋,★人气/成交,2208000000.0,8.63,13.22,2.02,95.0,🟢 Safe,-,-,,0.0,0.0,0,2043000000.0,0,32.81,,0,0,0,300516
sz300570,太辰光,★人气/成交,2207000000.0,-2.03,10.23,-1.6,113.2,🟢 Safe,-,-,,0.0,0.0,0,2005000000.0,0,-5.67,,0,0,0,300570
sh600489,中金黄金,★人气/成交,2201000000.0,0.36,1.8,3.09,25.02,🟢 Safe,-,-,,0.0,0.0,0,1775000000.0,0,7.84,,0,0,0,600489
sh601615,明阳智能,★人气/成交/🔥A大焚诀/1板/[换手板],2201000000.0,10.01,4.97,4.97,19.68,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,33.7,,0,0,0,601615
sh601162,天风证券,★人气/成交,2200000000.0,3.96,5.8,-0.47,4.46,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,5.19,,0,0,0,601162
sz000776,广发证券,★人气/成交,2196000000.0,1.79,1.66,0.0,22.71,🟢 Safe,-,-,,0.0,0.0,0,1664000000.0,0,3.23,,0,0,0,000776
sz301611,珂玛科技,★人气/成交,2180000000.0,-3.53,12.69,-3.47,118.0,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,43.08,,0,0,0,301611
sh688031,星环科技-U,★人气/成交/1板/[换手板]/AI/航天,2180000000.0,20.0,13.04,4.32,194.4,🟢 Safe,-,-,,0.0,0.0,0,2221000000.0,0,89.68,,0,0,0,688031
sh600330,天通股份,★人气/成交,2175000000.0,2.94,12.35,0.0,14.34,🟢 Safe,-,-,,0.0,0.0,0,2144000000.0000002,0,14.72,,0,0,0,600330
sz300101,振芯科技,★人气/成交,2168000000.0,9.0,11.77,1.08,33.41,🟢 Safe,-,-,,0.0,0.0,0,1827000000.0,0,30.61,,0,0,0,300101
sh600259,中稀有色,★人气/成交/1板/[换手板],2168000000.0,10.0,9.36,3.71,70.64,🟢 Safe,-,-,,0.0,0.0,0,1628000000.0,0,31.45,,0,0,0,600259
sh601336,新华保险,★人气/成交,2168000000.0,-0.4,1.3,-0.06,80.06,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,11.43,,0,0,0,601336
sz002080,中材科技,★人气/成交,2167000000.0,-0.7,3.54,0.0,36.8,🟢 Safe,-,-,,0.0,0.0,0,2002000000.0,0,-7.0,,0,0,0,002080
sz300236,上海新阳,★人气/成交,2162000000.0,3.01,9.79,-0.91,80.05,🟢 Safe,-,-,,0.0,0.0,0,2054000000.0,0,21.14,,0,0,0,300236
sh600120,浙江东方,★人气/成交,2152000000.0,7.08,8.71,3.32,7.41,🟢 Safe,-,-,,0.0,0.0,0,1332000000.0,0,20.68,,0,0,0,600120
sh600556,天下秀,★人气/成交/2板/[换手板]/AI/智能体,2148000000.0,9.97,14.08,3.32,8.6,🟢 Safe,-,-,,0.0,0.0,0,2273000000.0,0,46.76,,0,0,0,600556
sh600900,长江电力,★人气/成交,2146000000.0,0.4,0.33,0.0,27.4,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-0.87,,0,0,0,600900
sz300775,三角防务,★人气/成交,2142000000.0000002,4.76,11.54,2.13,35.42,🟢 Safe,-,-,,0.0,0.0,0,2088000000.0,0,16.13,,0,0,0,300775
sh605090,九丰能源,★人气/成交/首板/👀焚诀预期/炸板/[换手板],2138000000.0,9.22,6.09,3.97,50.95,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,25.06,,0,0,0,605090
sz300432,富临精工,★人气/成交,2129000000.0,4.83,6.78,-0.43,19.3,🟢 Safe,-,-,,0.0,0.0,0,1196000000.0,0,20.93,,0,0,0,300432
sh603108,润达医疗,★人气/成交/首板/👀焚诀预期/炸板/[换手板],2123000000.0,8.53,18.15,5.91,19.47,🟢 Safe,-,-,,0.0,0.0,0,1476000000.0,0,29.71,,0,0,0,603108
sh600733,北汽蓝谷,★人气/成交,2119000000.0000002,3.87,4.94,0.59,8.86,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,10.61,,0,0,0,600733
sz300316,晶盛机电,★人气/成交,2112000000.0,6.12,4.23,-1.37,40.92,🟢 Safe,-,-,,0.0,0.0,0,1137000000.0,0,5.41,,0,0,0,300316
sz301306,西测测试,★人气/成交,2109000000.0,8.17,22.75,4.22,159.85,安全,150.76%,次日 +18.93%,30日偏离值200%,0.0,150.76,0,2014999999.9999998,0,44.69,,0,0,0,301306
sz301363,美好医疗,★人气/成交,2103000000.0,4.95,14.48,0.88,39.41,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,66.64,,0,0,0,301363
sh600031,三一重工,★人气/成交,2101000000.0000002,1.26,1.1,0.18,22.56,🟢 Safe,-,-,,0.0,0.0,0,2444000000.0,0,9.14,,0,0,0,600031
sz000070,特发信息,★人气/成交,2098999999.9999998,5.11,18.25,1.36,13.17,🟢 Safe,-,-,,0.0,0.0,0,1439000000.0,0,5.53,,0,0,0,000070
sz300468,四方精创,★人气/成交,2096000000.0,3.03,10.75,0.0,37.4,🟢 Safe,-,-,,0.0,0.0,0,1571000000.0,0,2.95,,0,0,0,300468
sz000738,航发控制,★人气/成交,2093000000.0,6.6,6.58,0.73,24.87,🟢 Safe,-,-,,0.0,0.0,0,1863000000.0,0,17.15,,0,0,0,000738
sz300427,红相股份,★人气/成交,2080000000.0,2.78,29.23,2.41,14.05,🟢 Safe,-,-,,0.0,0.0,0,2107000000.0,0,9.42,,0,0,0,300427
sz002315,焦点科技,★人气/成交/🔥A大焚诀/爆量/首板/👀焚诀预期/炸板/[换手板],2077000000.0,9.44,17.97,3.06,58.3,🟢 Safe,-,-,,0.0,0.0,0,1171000000.0,0,32.95,,0,0,0,002315
sz002008,大族激光,★人气/成交,2077000000.0,-0.43,4.94,0.2,44.21,🟢 Safe,-,-,,0.0,0.0,0,3222999999.9999995,0,5.82,,0,0,0,002008
sh600497,驰宏锌锗,★人气/成交,2071000000.0,0.71,4.8,2.23,8.57,🟢 Safe,-,-,,0.0,0.0,0,2468000000.0,0,21.05,,0,0,0,600497
sz002017,东信和平,🐉龙虎榜/💰机构/3日(2.1亿)/💰宁波桑田路/3日(150万)/💰北向/3日(2.4亿)/🏃北向/3日(1.4亿)/🏃机构/3日(6391万)/🏃宁波桑田路/3日(6162万)/★人气/成交/2板/[换手板]/卫星,2067000000.0000002,10.0,13.19,2.66,27.71,🟢 Safe,-,-,,0.0,0.0,0,1449000000.0,0,28.29,,0,0,0,002017
sz002938,鹏鼎控股,★人气/成交,2066000000.0,-2.83,1.72,0.0,51.91,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-0.04,,0,0,0,002938
sz301079,邵阳液压,🐉龙虎榜/💰机构/3日(1.6亿)/🏃机构/3日(1.4亿)/★人气/成交/🔥A大焚诀/1板/[换手板]/航天,2061000000.0,20.0,45.61,-1.63,70.14,高危,86.84%,次日 +6.86%,10日偏离值100%,86.84,0.0,0,2382000000.0,0,130.19,,0,0,0,301079
sh600498,烽火通信,★人气/成交/1板/[换手板]/航天,2059000000.0,9.99,3.79,8.66,42.82,🟢 Safe,-,-,,0.0,0.0,0,8415000000.000001,0,53.64,,0,0,0,600498
sz000066,中国长城,★人气/成交/1板/[换手板]/AI/航天,2055999999.9999998,9.99,3.88,1.59,16.62,🟢 Safe,-,-,,0.0,0.0,0,1184000000.0,0,17.04,,0,0,0,000066
sz002046,国机精工,★人气/成交/2板/[换手板]/航天,2055000000.0,10.0,7.71,5.6,51.03,🟢 Safe,-,-,,0.0,0.0,0,1855000000.0,0,14.55,,0,0,0,002046
sz002611,东方精工,★人气/成交,2044000000.0000002,0.0,10.24,0.8,19.94,🟢 Safe,-,-,,0.0,0.0,0,2231000000.0,0,5.5,,0,0,0,002611
sz300474,景嘉微,★人气/成交,2041000000.0,5.02,6.43,0.07,79.34,🟢 Safe,-,-,,0.0,0.0,0,1072000000.0000001,0,5.34,,0,0,0,300474
sh688158,优刻得-W,★人气/成交,2039999999.9999998,8.27,15.69,2.66,32.59,🟢 Safe,-,-,,0.0,0.0,0,1593000000.0,0,31.62,,0,0,0,688158
sz000962,东方钽业,★人气/成交/🔥A大焚诀,2035000000.0000002,4.6,10.82,-0.21,39.12,🟢 Safe,-,-,,0.0,0.0,0,2152000000.0,0,30.62,,0,0,0,000962
sh601872,招商轮船,★人气/成交/首板/👀焚诀预期/炸板/[换手板],2028000000.0,8.85,2.4,2.54,10.7,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,20.09,,0,0,0,601872
sh601208,东材科技,★人气/成交,2022000000.0,-0.54,7.29,-1.63,27.4,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-6.99,,0,0,0,601208
sh688809,强一股份,★人气/成交,2022000000.0,-3.0,23.29,0.82,356.0,🟢 Safe,-,-,,0.0,0.0,0,3222999999.9999995,0,0.0,,0,0,0,688809
sz002268,电科网安,★人气/成交/首板/👀焚诀预期/炸板/[换手板],2022000000.0,9.9,10.29,5.97,23.76,🟢 Safe,-,-,,0.0,0.0,0,1010000000.0,0,28.57,,0,0,0,002268
sz301522,上大股份,★人气/成交/首板/[换手板],2019000000.0000002,10.75,15.51,3.92,47.99,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,24.71,,0,0,0,301522
sh600845,宝信软件,★人气/成交,2014000000.0,5.1,3.81,0.72,24.94,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,22.62,,0,0,0,600845
sz000969,安泰科技,F佬/安泰科技(商业航天/核聚变/一进二/情绪溢价)/★人气/成交/2板/[换手板],2013000000.0,10.0,7.11,7.19,27.71,🟢 Safe,-,-,,0.0,0.0,0,2746000000.0,0,36.03,,0,0,0,000969
sh600988,赤峰黄金,★人气/成交,2012000000.0,0.81,3.84,2.48,31.28,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-1.6,,0,0,0,600988
sh603703,盛洋科技,🔥A大焚诀/1板/[换手板]/航天/卫星,1979000000.0,10.01,25.59,3.61,18.9,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,31.89,,0,0,0,603703
sz002471,中超控股,1板/[换手板]/航天,1954000000.0,9.98,16.37,0.12,9.04,🟢 Safe,-,-,,0.0,0.0,0,3481000000.0,0,58.88,,0,0,0,002471
sz002446,盛路通信,1板/[换手板]/航天/军工,1952000000.0,10.04,18.0,2.3,13.37,🟢 Safe,-,-,,0.0,0.0,0,2167000000.0,0,24.37,,0,0,0,002446
sh603716,塞力医疗,★人气,1936000000.0,4.53,32.78,-2.98,29.09,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,32.11,,0,0,0,603716
sh688523,航天环宇,首板/[换手板]/航天,1926000000.0000002,13.99,22.96,1.6,90.76,中高,78.60%,次日 +11.38%,10日偏离值100%,78.6,0.0,0,0.0,0,114.31,,0,0,0,688523
sz300830,金现代,🐉龙虎榜/💰机构/3日(4559万)/💰余哥/3日(5831万)/🏃机构/3日(2882万)/🏃余哥/3日(58万)/🔥A大焚诀/爆量/1板/[换手板]/AI/智能体,1866000000.0,20.0,40.3,7.44,14.52,🟢 Safe,-,-,,0.0,0.0,0,966000000.0,0,43.48,,0,0,0,300830
sh600678,四川金顶,首板/👀焚诀预期/炸板/[换手板],1859000000.0,7.1,35.04,-0.07,15.24,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,12.72,,0,0,0,600678
sh603067,振华股份,F佬/BRTV李天邦/振华股份(稀土概念),1854000000.0,5.7,7.1,5.41,37.1,🟢 Safe,-,-,,0.0,0.0,0,1218000000.0,0,19.14,,0,0,0,603067
sz301137,哈焊华通,首板/[换手板],1844000000.0000002,11.45,15.47,-3.2,69.0,🟢 Safe,-,-,,0.0,0.0,0,1885000000.0000002,0,42.12,,0,0,0,301137
sh603859,能科科技,F佬/能科科技(AI智能体/商业航天/竞价最强)/★人气/1板/[换手板],1818000000.0,10.0,14.29,5.42,52.8,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,34.15,,0,0,0,603859
sz300629,新劲刚,🐉龙虎榜/💰北向/3日(2.8亿)/💰机构/3日(7054万)/🏃机构/3日(5037万)/🏃北向/3日(2.9亿)/首板/[换手板],1818000000.0,15.52,26.02,3.82,33.27,🟢 Safe,-,-,,0.0,0.0,0,1798000000.0,0,53.04,,0,0,0,300629
sh600552,凯盛科技,1板/[换手板]/航天/固态电池,1811000000.0,9.99,12.8,4.24,15.3,🟢 Safe,-,-,,0.0,0.0,0,1621000000.0,0,33.39,,0,0,0,600552
sz300113,顺网科技,首板/[换手板],1804000000.0,11.89,14.72,2.45,24.65,🟢 Safe,-,-,,0.0,0.0,0,909000000.0,0,24.12,,0,0,0,300113
sz300785,值得买,🐉龙虎榜/💰拉萨天团/3日(1667万)/💰北向/3日(1.9亿)/💰机构/3日(3687万)/🏃北向/3日(2.2亿)/🏃拉萨天团/3日(2911万)/1板/[一字]/AI,1760000000.0000002,20.0,23.95,12.68,62.64,🟢 Safe,-,-,,0.0,0.0,0,2060000000.0000002,0,57.35,,0,0,0,300785
sh600391,航发科技,🔥A大焚诀,1754000000.0,2.34,11.8,1.69,45.44,🟢 Safe,-,-,,0.0,0.0,0,2088000000.0,0,24.43,,0,0,0,600391
sz002083,孚日股份,★人气,1748999999.9999998,1.91,13.6,3.05,13.36,🟢 Safe,-,-,,0.0,0.0,0,1725000000.0,0,14.78,,0,0,0,002083
