板块名称		涨幅		1分钟涨速		4分钟涨速		主力净量		主力金额		涨停数		涨家数		跌家数		领涨股		5日涨幅		10日涨幅		20日涨幅		概念解析		创建日期		年初至今		20160127至今		量比		总手		总金额		总市值		流通市值		
地下管网	-0.94%		+0.03%		+0.02%		0.85		-408474000	2		32		63		上海建工	+3.09%		+4.81%		+6.33%		--		--		+6.88%		--		1.46		4154036700	32244215000	962595380000	901857180000
BC电池		-0.94%		+0.01%		+0.01%		-2.63		-1803004900	2		11		36		帝科股份	+5.65%		+7.61%		+13.96%		--		--		+11.44%		--		1.12		2333522600	50485621000	1086266100000	992630160000
参股券商	-0.95%		+0.01%		+0.01%		-0.11		-3846056100	2		26		84		上海建工	+2.26%		+4.89%		+7.62%		--		--		+7.04%		--		1.32		6837213100	89776480000	4575252600000	3804664800000
跨境电商	-0.95%		+0.00%		+0.00%		-2.88		-12356371000	6		99		232		光云科技	+4.21%		+6.10%		+9.03%		--		--		+8.69%		--		1.21		14829399000	208878690000	4316704600000	3538711000000
猪肉		-0.96%		+0.02%		+0.02%		-1.42		-912374760	0		2		26		金新农		-0.70%		-0.25%		+1.37%		--		--		+0.98%		--		1.34		1090131210	9878151400	813595260000	698208580000
体育产业	-0.98%		+0.01%		+0.01%		-1.09		-609184200	3		39		90		人民网		+4.53%		+7.09%		+9.45%		--		--		+11.25%		--		1.31		6197755600	68996857000	1388458500000	1262185460000
金属回收	-0.99%		+0.01%		+0.01%		-1.04		-1824691500	0		23		53		湖南白银	+1.70%		+5.38%		+10.63%		--		--		+6.77%		--		1.03		4603365800	69255014000	2061248700000	1506499700000
冰雪产业	-0.99%		-0.01%		-0.01%		-1.29		-653613500	0		14		42		流金科技	+3.92%		+3.24%		+6.36%		--		--		+7.72%		--		1.26		2748612500	29982614000	550760920000	500208940000
职业教育	-1.00%		+0.03%		+0.03%		-2.24		-6002582500	4		40		94		天龙集团	+7.76%		+10.98%		+12.49%		--		--		+13.95%		--		1.53		9626441100	128068749000	1238690160000	1117313190000
煤化工概念	-1.01%		-0.02%		-0.02%		0.01		+1134843500	1		29		65		特变电工	+1.84%		+4.09%		+8.12%		--		--		+6.31%		--		0.97		4407885700	57986874000	4093778300000	3636072400000
人民币贬值受益	-1.02%		+0.00%		+0.00%		-1.81		-23265786000	5		180		406		思创医惠	+2.74%		+6.15%		+8.38%		--		--		+7.60%		--		1.19		18740349000	485423080000	12976687300000	10669595300000
深圳国企改革	-1.02%		+0.02%		+0.02%		-0.28		-194746690	0		7		20		兆驰股份	+1.69%		+2.40%		+3.83%		--		--		+5.77%		--		1.40		1161183730	11357783700	500687650000	459177340000
土壤修复	-1.03%		-0.03%		-0.03%		1.03		-332483900	2		30		56		上海建工	+3.54%		+5.55%		+8.29%		--		--		+7.65%		--		1.35		4594324100	34957581000	1084021170000	889510060000
染料		-1.04%		-0.04%		-0.04%		-0.87		-67544780	0		9		26		宁波色母	+1.31%		+2.65%		+4.80%		--		--		+3.84%		--		1.15		618104890	6169796400	220414760000	191008680000
摘帽		-1.05%		-0.04%		-0.04%		-1.42		-230288100	1		20		28		山东墨龙	+2.28%		+4.15%		+6.93%		--		--		+7.26%		--		1.21		2983910300	25102612000	506734590000	461299220000
乡村振兴	-1.05%		-0.00%		-0.00%		-1.39		-15420391000	6		116		292		上海建工	+3.21%		+4.65%		+7.52%		--		--		+7.49%		--		1.34		22282341000	269535100000	6299624200000	5326127600000
建筑节能	-1.06%		+0.04%		+0.04%		-1.00		-872889140	2		26		62		杭萧钢构	+2.72%		+4.80%		+8.47%		--		--		+7.41%		--		1.20		2692077400	23534218000	653848010000	585245750000
雅下水电概念	-1.06%		-0.03%		-0.03%		-0.28		+1297716000	1		23		61		特变电工	+4.07%		+6.38%		+9.19%		--		--		+8.91%		--		1.26		6262219500	79486997000	2640976400000	2250836700000
预制菜		-1.07%		-0.03%		-0.03%		-1.72		-1596143700	2		14		80		居然智家	+2.84%		+2.38%		+5.34%		--		--		+6.31%		--		1.30		4473566600	35327882000	1458243000000	1251034980000
西部大开发	-1.08%		-0.01%		-0.00%		-1.75		-18508365000	11		206		407		通源石油	+3.68%		+6.19%		+9.76%		--		--		+8.69%		--		1.21		29219656000	468443640000	14143803000000	12789437000000
白酒概念	-1.08%		-0.02%		-0.02%		-1.68		-1449957500	1		5		45		巨力索具	+1.81%		+1.70%		+3.42%		--		--		+4.95%		--		1.33		1307094820	24819387000	3230371700000	3202717500000
上海自贸区	-1.08%		+0.02%		+0.03%		-0.74		-2815439000	2		15		43		交运股份	+4.67%		+8.24%		+9.53%		--		--		+10.22%		--		1.17		1966494200	47254366000	2376499600000	1438388200000
碳中和		-1.09%		+0.00%		+0.00%		-0.74		-9669971000	2		75		182		双杰电气	+3.47%		+5.43%		+8.44%		--		--		+8.10%		--		1.27		13931858000	177958460000	4022393700000	3490397800000
粮食概念	-1.10%		+0.01%		+0.01%		-2.06		-381081890	0		11		36		川宁生物	+1.44%		+0.35%		+5.29%		--		--		+4.58%		--		1.20		1532371600	10964384000	300318110000	264150200000
IP经济(谷子经济)	-1.11%		+0.01%		+0.01%		-2.47		-4829821500	4		49		140		掌趣科技	+6.58%		+9.17%		+11.45%		--		--		+12.30%		--		1.64		14623456000	153493900000	2056317800000	1854470500000
换电概念	-1.13%		+0.01%		+0.01%		-1.59		-5186535800	0		25		65		双杰电气	+4.25%		+7.09%		+10.11%		--		--		+8.61%		--		1.32		3068317000	82551340000	3450717000000	3166654600000
石墨电极	-1.13%		+0.02%		+0.02%		-1.06		-763804790	0		4		19		尚太科技	+0.20%		+2.83%		+5.58%		--		--		+6.91%		--		0.99		962737420	16890388000	583800280000	553997930000
物业管理	-1.13%		-0.01%		-0.01%		-0.66		-2875904400	6		48		125		上海建工	+1.90%		+2.74%		+6.69%		--		--		+5.51%		--		1.22		10559461700	73563650000	1858058200000	1707092900000
DeepSeek概念	-1.15%		+0.00%		+0.00%		-1.86		-42462102000	18		216		531		普蕊斯		+7.56%		+12.13%		+13.95%		--		--		+11.53%		--		1.42		47127494000	887129070000	19634526000000	15096230000000
回购增持再贷款概念	-1.16%		-0.00%		-0.00%		-4.48		-17104284000	4		129		335		卓易信息	+3.07%		+5.94%		+10.04%		--		--		+8.34%		--		1.12		24585204000	439377800000	13163496700000	11911415000000
生态农业	-1.17%		-0.01%		-0.01%		-2.07		-975940050	0		18		37		托普云农	+1.51%		+2.74%		+7.59%		--		--		+5.37%		--		0.96		2029492500	19486408000	671204260000	623046540000
空气能热泵	-1.17%		-0.00%		-0.00%		-1.20		-1292254700	0		12		39		科力股份	+2.28%		+3.66%		+8.07%		--		--		+4.94%		--		1.09		1700450900	47895568000	1677896400000	1424609800000
氟化工概念	-1.17%		-0.05%		-0.05%		-2.75		-2166184500	0		14		41		安靠智电	+0.28%		+2.96%		+10.22%		--		--		+5.94%		--		0.94		2936300900	53728718000	1299621420000	1118219430000
中俄贸易概念	-1.18%		-0.01%		-0.01%		-1.75		-4132821400	1		53		120		健麾信息	+2.66%		+4.58%		+7.53%		--		--		+6.48%		--		1.21		5344130600	78385306000	1589750600000	1356628500000
阿里巴巴概念	-1.18%		+0.01%		+0.01%		-3.41		-28381629000	13		84		246		思创医惠	+9.77%		+14.96%		+16.70%		--		--		+16.79%		--		1.49		28830144000	544624760000	7315465000000	6692815500000
一带一路	-1.20%		-0.00%		-0.00%		-1.02		-24226191000	10		184		534		亿能电力	+3.29%		+5.54%		+9.18%		--		--		+7.63%		--		1.19		39173434000	562971650000	18693050000000	15805867000000
国企改革	-1.20%		-0.00%		-0.00%		-0.78		-46040559000	20		387		1011		天银机电	+3.01%		+4.98%		+8.12%		--		--		+7.54%		--		1.17		74520809000	1014818440000	48341930000000	38950099000000
股权转让(并购重组)	-1.20%		-0.02%		-0.02%		-1.64		-9217509000	11		121		300		思创医惠	+3.43%		+5.84%		+8.56%		--		--		+8.03%		--		1.18		16343897000	229526440000	6286000800000	5103444900000
沪股通		-1.20%		+0.01%		+0.01%		-0.60		-56453940000	14		447		1047		荣昌生物	+3.45%		+6.62%		+9.50%		--		--		+8.73%		--		1.20		76166961000	1331514770000	76195012000000	60405001000000
数据要素	-1.22%		+0.02%		+0.02%		-3.41		-22637423000	14		96		287		思创医惠	+9.78%		+14.80%		+16.53%		--		--		+18.27%		--		1.50		24350906000	451032750000	8307243900000	5464354700000
融资融券	-1.22%		+0.00%		+0.00%		-1.00		-146071280000	43		1103		2590		新赣江		+4.04%		+7.21%		+10.27%		--		--		+9.53%		--		1.21		168505070000	3228045700000	119646936000000	95259417000000
露营经济	-1.22%		-0.02%		-0.02%		-3.72		-782017960	0		15		37		众信旅游	+2.02%		+2.10%		+4.05%		--		--		+5.20%		--		1.31		1294393590	14840225000	461119590000	410957360000
垃圾分类	-1.22%		+0.01%		+0.01%		-1.84		-1798015300	0		23		68		顺控发展	+2.06%		+3.61%		+5.03%		--		--		+5.98%		--		1.04		3109643900	33306006000	834563720000	740658700000
中韩自贸区	-1.23%		+0.09%		+0.09%		-0.90		-165698830	0		1		13		华光源海	+0.31%		+2.07%		+4.09%		--		--		+2.31%		--		1.22		506327740	2992638400	167514110000	144398950000
蚂蚁集团概念	-1.23%		+0.00%		+0.01%		-2.01		-4417535000	1		22		57		人民网		+7.54%		+12.37%		+14.60%		--		--		+13.95%		--		1.50		6129459300	104200646000	2552838600000	2171004700000
科创次新股	-1.23%		+0.09%		+0.09%		-7.36		-578706460	0		7		11		禾元生物-U	+7.73%		+10.19%		+0.72%		--		--		+15.13%		--		0.86		111665945	13006319300	1108009010000	89346320000
虚拟数字人	-1.24%		+0.03%		+0.03%		-5.23		-18670719000	5		43		126		易点天下	+11.73%		+17.28%		+18.16%		--		--		+21.63%		--		1.49		15663827000	293098490000	5021178800000	2689570900000
抖音概念(字节概念)	-1.24%		+0.02%		+0.02%		-4.92		-20678584000	9		50		153		亿能电力	+10.77%		+16.08%		+16.89%		--		--		+19.58%		--		1.44		16989531000	333383270000	4326268100000	3871333600000
多模态AI	-1.24%		+0.03%		+0.03%		-8.70		-21619993000	6		37		106		泓博医药	+12.93%		+21.33%		+22.55%		--		--		+24.36%		--		1.42		12981797200	294793340000	3116983500000	2630515400000
AI智能体	-1.25%		-0.00%		-0.00%		-4.02		-30567582000	13		97		278		通达海		+11.08%		+17.60%		+19.04%		--		--		+20.85%		--		1.53		27440131000	550484090000	6633612100000	5832059800000
京津冀一体化	-1.26%		-0.01%		-0.01%		-2.98		-18839531000	8		82		185		值得买		+5.25%		+9.38%		+12.24%		--		--		+11.66%		--		1.27		16358418000	266069040000	3886345200000	3422605000000
人工智能	-1.27%		+0.00%		+0.00%		-2.36		-62061303000	29		283		741		思创医惠	+7.81%		+13.00%		+15.29%		--		--		+15.59%		--		1.46		62166752000	1221375370000	22484193000000	17520332000000
C2M概念		-1.28%		+0.02%		+0.02%		-1.97		-1308785800	1		12		27		明牌珠宝	+5.18%		+9.42%		+13.84%		--		--		+9.65%		--		1.39		1485840700	25314531000	342162680000	310795570000
数据确权	-1.28%		+0.01%		+0.02%		-4.06		-3218863800	3		16		51		人民网		+8.45%		+13.87%		+14.79%		--		--		+16.27%		--		1.73		4186422600	68530621000	761357810000	716973150000
动力电池回收	-1.29%		+0.03%		+0.03%		-1.26		-2222363400	0		19		70		特锐德		+0.56%		+3.46%		+8.08%		--		--		+6.07%		--		1.04		4355646800	106102523000	4736032100000	3760488100000
电子纸		-1.29%		-0.03%		-0.03%		1.99		+386252080	1		2		21		思创医惠	+4.47%		+10.32%		+10.48%		--		--		+11.79%		--		0.96		1978586700	16182351000	433964880000	385909780000
中国AI 50	-1.30%		+0.03%		+0.03%		-1.80		-11852953000	1		14		36		美年健康	+8.53%		+14.36%		+17.13%		--		--		+16.09%		--		1.44		4312504200	221847540000	9042974800000	5859722900000
储能		-1.33%		-0.01%		-0.01%		-1.56		-33877595000	12		208		566		亿能电力	+3.19%		+5.22%		+8.49%		--		--		+8.07%		--		1.20		36449133000	659386080000	18067183000000	15391210000000
在线教育	-1.34%		+0.03%		+0.04%		-5.39		-13009312000	4		29		98		中公教育	+8.96%		+13.68%		+14.11%		--		--		+12.23%		--		1.73		12138950600	197322690000	1753211300000	1516234200000
烟草		-1.35%		+0.01%		+0.02%		-1.31		-85826610	0		8		32		威士顿		+3.56%		+6.20%		+9.77%		--		--		+7.37%		--		1.22		617208290	11580659100	267687750000	232328490000
自由贸易港	-1.37%		-0.00%		+0.01%		-1.42		-1841552200	1		7		38		交运股份	+0.55%		-2.36%		+2.54%		--		--		+2.37%		--		1.13		2959132700	22246988000	1034581410000	947011870000
家用电器	-1.39%		-0.00%		+0.00%		-2.44		-7266437900	2		44		127		天银机电	+2.43%		+5.02%		+8.83%		--		--		+6.65%		--		1.13		4568560400	136200570000	3349062700000	2961095300000
中字头股票	-1.39%		+0.01%		+0.01%		-0.65		-11750657000	0		36		93		中国西电	+3.82%		+7.18%		+10.87%		--		--		+9.21%		--		1.22		10874793000	183824170000	16963701000000	11188948100000
水利		-1.42%		-0.00%		-0.00%		-0.48		-5514412000	5		73		171		深圳瑞捷	+4.80%		+7.30%		+10.18%		--		--		+9.63%		--		1.19		13461654000	193191580000	4511574400000	4124762200000
养鸡		-1.43%		+0.00%		+0.00%		-1.11		-359970640	0		0		21		唐人神		-0.32%		-0.05%		+1.43%		--		--		+1.82%		--		1.35		479220580	5287554800	537095900000	368677580000
腾讯概念	-1.44%		+0.02%		+0.02%		-5.12		-26261222000	8		68		217		通达海		+8.98%		+14.38%		+16.10%		--		--		+17.53%		--		1.39		24528791000	446499350000	5853623200000	5330176100000
长三角一体化	-1.44%		+0.00%		+0.00%		-1.92		-6436782200	2		32		96		友邦吊顶	+3.38%		+6.52%		+10.91%		--		--		+8.24%		--		1.10		5149405400	101676665000	2216808500000	2015533000000
华为数字能源	-1.47%		+0.00%		+0.00%		-4.00		-2439087900	0		10		31		双杰电气	+3.90%		+5.96%		+8.65%		--		--		+9.37%		--		1.41		2090059900	33916424000	616347830000	550841370000
氢能源		-1.48%		-0.01%		-0.01%		-1.06		-17326796000	3		97		255		艾可蓝		+3.38%		+5.69%		+9.80%		--		--		+8.14%		--		1.11		17570856000	313241810000	8901579700000	7789584600000
创投		-1.52%		-0.01%		-0.01%		-2.96		-29339185000	9		102		339		人民网		+4.49%		+7.61%		+11.07%		--		--		+7.46%		--		1.25		29048388000	509423070000	9286908200000	8696306300000
有机硅概念	-1.52%		-0.02%		-0.02%		-2.03		-817501340	1		10		39		博菲电气	+1.31%		+3.15%		+9.33%		--		--		+7.20%		--		1.02		1192548800	21904776000	598982120000	545882060000
充电桩		-1.53%		-0.00%		-0.00%		-1.80		-15763542000	2		103		270		双杰电气	+3.32%		+5.59%		+7.79%		--		--		+8.03%		--		1.22		17807861000	318192320000	8212760600000	6710787800000
数字孪生	-1.53%		+0.01%		+0.00%		-0.81		-7504904000	2		45		141		双杰电气	+7.13%		+11.01%		+13.84%		--		--		+14.18%		--		1.52		9757877800	179048750000	2719711100000	2399348900000
固态电池	-1.54%		-0.00%		-0.00%		-1.84		-8795010000	0		60		220		双杰电气	+1.30%		+3.85%		+9.09%		--		--		+7.46%		--		1.11		10433508800	245450090000	7450207500000	6575092000000
百度概念	-1.57%		+0.03%		+0.03%		-4.32		-23417475000	8		51		177		思创医惠	+9.02%		+15.03%		+17.07%		--		--		+18.16%		--		1.43		20786084000	376926360000	4655740500000	4303925700000
稀土永磁	-1.57%		-0.01%		-0.01%		-3.52		-5014012300	0		15		46		中矿资源	+4.15%		+7.41%		+10.25%		--		--		+10.34%		--		0.96		4250117800	72436653000	1714869600000	1415332300000
农机		-1.57%		+0.02%		+0.02%		-1.40		-2485082400	0		28		65		福事特		+2.91%		+6.23%		+8.90%		--		--		+7.06%		--		1.10		2498995900	57805551000	1654220600000	1390551800000
两轮车		-1.57%		-0.04%		-0.04%		-2.04		-2652410500	0		13		50		双飞集团	+1.52%		+3.42%		+6.17%		--		--		+6.09%		--		1.04		1674983300	38160185000	1252362570000	1036604090000
深股通		-1.58%		+0.01%		+0.01%		-2.13		-95463290000	20		415		1278		诺思格		+3.55%		+7.01%		+10.65%		--		--		+9.48%		--		1.20		96132512000	1889713200000	42316694000000	35839009000000
一体化压铸	-1.59%		-0.01%		-0.01%		-3.57		-1633989700	0		11		44		亚通精工	+1.64%		+4.04%		+8.04%		--		--		+5.34%		--		1.22		1946661800	33795845000	1164109300000	1070598170000
2025三季报预增	-1.59%		+0.01%		+0.01%		-1.42		-4870969100	1		23		57		美年健康	+3.09%		+6.45%		+11.06%		--		--		+9.47%		--		1.10		3127116700	81930568000	3736745700000	3125689600000
智谱AI		-1.62%		+0.03%		+0.03%		-8.56		-10793646900	3		15		53		光云科技	+14.03%		+21.81%		+22.70%		--		--		+25.15%		--		1.50		6176687300	144991550000	1266579440000	1166892430000
长安汽车概念	-1.62%		-0.01%		-0.01%		-1.22		-6243186000	5		39		180		天龙集团	+2.05%		+6.18%		+11.00%		--		--		+7.31%		--		1.18		8840229900	189365530000	5126115100000	4561902000000
独角兽概念	-1.63%		-0.00%		-0.01%		-2.75		-12686610000	3		22		89		天龙集团	+6.90%		+11.57%		+13.26%		--		--		+15.07%		--		1.16		8608894300	199546930000	3561106500000	2804119200000
区块链		-1.63%		+0.02%		+0.02%		-2.96		-22394886000	9		55		204		思创医惠	+7.52%		+12.13%		+13.68%		--		--		+15.18%		--		1.36		21758733000	361055850000	5656793900000	5087994900000
农村电商	-1.63%		-0.01%		-0.01%		-1.99		-1039873080	0		6		31		红太阳		+1.49%		+1.83%		+4.58%		--		--		+4.71%		--		1.26		2034030200	15658762000	505338030000	454619680000
石墨烯		-1.64%		+0.03%		+0.03%		-2.47		-2148613300	0		16		60		晶华新材	+1.93%		+4.42%		+9.61%		--		--		+7.59%		--		1.02		3471300600	48280229000	942592330000	851414670000
特钢概念	-1.66%		-0.03%		-0.03%		-1.23		-844950800	0		10		30		望变电气	+3.12%		+4.69%		+10.80%		--		--		+7.26%		--		1.12		3642116300	26187682000	925041690000	854023310000
数字经济	-1.66%		+0.00%		+0.00%		-3.85		-25714189000	6		112		378		通达海		+6.55%		+10.54%		+12.75%		--		--		+13.81%		--		1.36		27266141000	486642690000	7587879600000	6743454000000
智能物流	-1.66%		-0.01%		-0.01%		-2.80		-9333763200	1		57		172		威士顿		+3.12%		+6.04%		+9.56%		--		--		+8.41%		--		1.20		11125230400	164799390000	3799512600000	3254446500000
鸿蒙概念	-1.66%		+0.03%		+0.03%		-4.41		-16030753000	5		53		207		通达海		+7.74%		+13.90%		+15.03%		--		--		+16.76%		--		1.62		16562962000	313870540000	4009600900000	3461021000000
粤港澳大湾区	-1.67%		-0.00%		-0.00%		-1.79		-19849466000	6		94		360		一品红		+3.01%		+5.79%		+8.76%		--		--		+8.39%		--		1.24		17546598000	350213750000	7866133300000	6195804600000
免税店		-1.70%		+0.01%		+0.02%		-1.44		-1695172300	1		4		24		居然智家	+2.77%		-0.95%		+9.13%		--		--		+5.07%		--		1.31		2270077700	27133170000	832833100000	780782520000
国资云		-1.74%		-0.01%		-0.01%		-1.80		-2948884000	2		11		41		川网传媒	+6.03%		+9.55%		+10.10%		--		--		+12.99%		--		1.28		3758730200	62873101000	3853438200000	1665391000000
黑龙江自贸区	-1.74%		+0.05%		+0.05%		-4.50		-1919270900	0		12		24		博实股份	+2.64%		+3.63%		+8.22%		--		--		+6.42%		--		1.60		2178431600	19854174000	385413240000	346448160000
央企国企改革	-1.75%		+0.00%		+0.00%		-0.80		-24249119000	2		98		276		电科芯片	+3.80%		+6.75%		+10.66%		--		--		+9.39%		--		1.18		24996433000	419913630000	20402632000000	16282911000000
乳业		-1.76%		+0.02%		+0.02%		-1.46		-428529870	0		2		33		科拓生物	+1.25%		-0.17%		+6.63%		--		--		+5.31%		--		1.17		794855220	8651621800	425405270000	404976710000
专精特新	-1.77%		-0.02%		-0.02%		-3.08		-26096985000	7		307		831		亿能电力	+4.17%		+7.88%		+11.17%		--		--		+10.20%		--		1.06		19243636000	561813670000	10834013100000	8553380300000
托育服务	-1.77%		+0.07%		+0.07%		-3.94		-1012390860	0		2		14		创源股份	+2.33%		+4.79%		+7.84%		--		--		+6.62%		--		1.33		1028868890	12853259000	159573180000	139285760000
语音技术	-1.78%		+0.04%		+0.04%		-4.42		-3849637100	1		14		50		中科通达	+5.67%		+11.74%		+12.97%		--		--		+15.02%		--		1.56		3422631400	74160959000	1146255430000	942031960000
燃料电池	-1.78%		-0.02%		-0.02%		-1.08		-6409246600	0		43		163		艾可蓝		+2.32%		+5.12%		+9.19%		--		--		+7.44%		--		1.11		9252829700	172409210000	4723117800000	4099241800000
广东自贸区	-1.79%		+0.01%		+0.01%		-2.59		-502431770	0		4		23		贤丰控股	+2.03%		+2.78%		+6.52%		--		--		+7.23%		--		1.34		1057868410	9458950300	235962060000	209583760000
无人零售	-1.79%		-0.00%		+0.00%		-1.84		-838065650	1		6		19		思创医惠	+3.44%		+6.72%		+11.20%		--		--		+10.61%		--		1.29		1689636000	15709128000	239060600000	206715170000
高铁		-1.83%		+0.00%		+0.00%		-0.97		-4615852500	3		35		138		亿能电力	+3.64%		+5.72%		+9.75%		--		--		+8.78%		--		1.09		7064066200	106868485000	2866528100000	2482914100000
硅能源		-1.84%		-0.04%		-0.04%		-1.05		-834261200	1		9		50		特变电工	+1.92%		+4.45%		+10.23%		--		--		+9.82%		--		0.99		4307805600	70871598000	1352391000000	1280622010000
云计算		-1.84%		+0.00%		+0.00%		-3.39		-19187215000	4		46		170		光云科技	+9.88%		+15.44%		+16.70%		--		--		+19.64%		--		1.54		16674129000	332438130000	7544775700000	5059715200000
华为鲲鹏	-1.85%		+0.04%		+0.04%		-5.87		-12534216000	3		32		142		新赣江		+9.78%		+14.89%		+17.36%		--		--		+19.49%		--		1.55		10250025600	213998780000	2302091300000	2074999100000
工业互联网	-1.86%		+0.00%		+0.01%		-2.33		-27340741000	3		81		324		双杰电气	+4.76%		+8.49%		+11.61%		--		--		+10.68%		--		1.22		23647754000	466983740000	10310924900000	9314089600000
跨境支付(CIPS)	-1.86%		+0.02%		+0.02%		-0.19		-5229490000	0		15		55		易点天下	+5.34%		+9.39%		+12.52%		--		--		+10.18%		--		1.42		6223399300	100392617000	13910252000000	9294005500000
宁德时代概念	-1.89%		-0.01%		-0.02%		-1.41		-10778293000	0		47		229		中能电气	+1.26%		+3.70%		+9.20%		--		--		+7.10%		--		1.12		11203908200	272440270000	7846249900000	6928301700000
互联网金融	-1.96%		+0.01%		+0.01%		-2.68		-12573297000	1		39		173		威士顿		+4.55%		+8.81%		+11.87%		--		--		+12.10%		--		1.36		12649909600	208814960000	3800655300000	3381436900000
新能源汽车	-1.98%		-0.00%		-0.01%		-2.53		-41231338000	7		182		810		帝科股份	+2.02%		+5.13%		+9.59%		--		--		+6.92%		--		1.08		36684922000	803734910000	21318015000000	18428807000000
超导概念	-1.98%		-0.04%		-0.04%		-3.89		-3925285900	1		9		20		博菲电气	+6.96%		+11.39%		+15.21%		--		--		+15.55%		--		1.11		2559233900	47815276000	794650570000	577599990000
超级电容	-1.99%		+0.00%		+0.00%		-2.15		-1421791500	0		7		29		中国西电	+2.60%		+5.01%		+10.77%		--		--		+8.24%		--		1.12		2067339600	38855890000	878515280000	806305060000
华为概念	-2.02%		+0.01%		+0.01%		-3.03		-71984120000	15		197		786		天龙集团	+5.64%		+9.81%		+12.91%		--		--		+13.16%		--		1.27		54162851000	1137311780000	19801752000000	17624356000000
培育钻石	-2.03%		+0.02%		+0.02%		-4.38		-1155204170	0		7		11		潮宏基		+3.61%		+5.18%		+7.47%		--		--		+9.43%		--		1.14		791282940	16098410000	258493930000	247644770000
同花顺新质50	-2.04%		+0.02%		+0.02%		-2.51		-10034953000	1		11		39		华恒生物	+7.43%		+16.59%		+20.87%		--		--		+17.75%		--		1.01		3022681200	192665830000	6648367800000	6409152300000
Web3.0		-2.04%		+0.06%		+0.06%		-10.87		-11452670000	1		13		53		新华网		+11.71%		+18.80%		+18.75%		--		--		+22.45%		--		1.55		6811579200	143330920000	929013620000	895346490000
空间计算	-2.05%		+0.06%		+0.06%		-2.60		-2477992800	1		13		48		居然智家	+9.84%		+15.81%		+17.48%		--		--		+19.97%		--		1.45		2293893100	43768612000	615205060000	517762070000
人脸识别	-2.06%		+0.03%		+0.03%		-3.21		-4209225200	2		19		91		中科通达	+6.15%		+11.97%		+14.12%		--		--		+14.30%		--		1.25		4360916800	92843648000	1594886800000	1421870800000
智慧政务	-2.07%		+0.03%		+0.04%		-4.41		-12654267000	2		38		172		通达海		+8.62%		+13.71%		+15.35%		--		--		+17.24%		--		1.56		12373368600	241064010000	2787492000000	2527942200000
网约车		-2.07%		+0.01%		+0.01%		-1.43		-616930530	0		8		21		博实结		+1.59%		+3.88%		+6.80%		--		--		+6.21%		--		1.19		1420416300	16988418000	650119430000	552522410000
脑机接口	-2.08%		-0.01%		-0.01%		-2.73		-3199666500	2		17		51		海格通信	+3.94%		+26.12%		+29.87%		--		--		+29.43%		--		1.27		6591594000	129416560000	1419457600000	1273243500000
新型工业化	-2.09%		-0.02%		-0.02%		-3.38		-10408482000	0		49		233		威士顿		+4.03%		+8.65%		+11.80%		--		--		+9.57%		--		1.20		8319298800	206862520000	3856019100000	3397709000000
PET铜箔		-2.09%		-0.05%		-0.05%		-1.88		-1282789700	0		6		40		海亮股份	+1.66%		+4.07%		+9.32%		--		--		+9.32%		--		1.04		1631323200	31887567000	790265680000	729621370000
机器人概念	-2.10%		+0.00%		+0.00%		-2.30		-55483196000	9		207		928		思创医惠	+3.35%		+7.77%		+10.98%		--		--		+9.51%		--		1.25		47948307000	996306690000	23336382000000	19790799000000
汽车热管理	-2.12%		-0.01%		-0.01%		-3.35		-5895778000	0		29		102		美湖股份	+1.33%		+5.00%		+10.97%		--		--		+5.19%		--		1.17		4128690100	116522911000	2585002500000	2244829700000
元宇宙		-2.13%		+0.02%		+0.02%		-6.46		-21746524000	3		29		148		新华网		+8.11%		+14.21%		+15.76%		--		--		+17.55%		--		1.47		16605618000	294633580000	5376675600000	3020364700000
数据安全	-2.13%		+0.02%		+0.02%		-4.35		-14958383000	4		31		140		人民网		+8.49%		+14.19%		+16.30%		--		--		+18.12%		--		1.44		11145195300	237225140000	3128943500000	2878559100000
赛马概念	-2.14%		+0.07%		+0.07%		-1.71		-138425810	0		0		6		中牧股份	+3.15%		+4.56%		+8.30%		--		--		+6.54%		--		1.16		318244940	2800243500	60898296000	60244671000
物联网		-2.19%		+0.00%		+0.01%		-2.92		-28940637000	5		83		367		思创医惠	+4.82%		+8.85%		+11.32%		--		--		+11.82%		--		1.25		24481127000	474062860000	10769047900000	8935197800000
智慧城市	-2.22%		+0.01%		+0.02%		-2.94		-22407889000	5		78		328		思创医惠	+6.06%		+9.88%		+12.39%		--		--		+13.66%		--		1.37		22787322000	393967900000	6687517700000	6246629500000
小米汽车	-2.23%		+0.00%		+0.00%		-2.27		-5967282800	1		19		96		坤泰股份	+1.63%		+5.48%		+10.67%		--		--		+7.43%		--		1.13		4148391600	115901832000	4089285700000	3608207200000
无线充电	-2.24%		+0.03%		+0.03%		-5.16		-6234363500	1		9		48		电科芯片	+2.60%		+5.37%		+9.26%		--		--		+9.10%		--		1.26		3176938700	77457507000	1566459800000	1300182690000
财税数字化	-2.24%		+0.04%		+0.04%		-6.26		-4850570400	1		11		55		光云科技	+9.13%		+16.66%		+19.12%		--		--		+19.02%		--		1.66		4444124600	83662452000	911616620000	838482220000
福建自贸区	-2.24%		+0.01%		+0.00%		-14.69		-6056787800	0		28		97		中能电气	+3.62%		+2.99%		+5.21%		--		--		+9.26%		--		1.17		8064723300	133246538000	3463229500000	3028066700000
